churn_status,transaction_count,transaction_change_ratio,contact_count_12_monts,churn_risk_segment
Existing Customer,73,0.738,3,Moderate Risk
Existing Customer,73,0.738,3,Moderate Risk
Existing Customer,73,0.738,2,Moderate Risk
Existing Customer,73,0.78,3,Moderate Risk
Existing Customer,73,0.78,2,Moderate Risk
Existing Customer,73,0.78,1,Moderate Risk
Existing Customer,73,0.78,1,Moderate Risk
Existing Customer,73,0.78,2,Moderate Risk
Existing Customer,73,0.78,2,Moderate Risk
Existing Customer,73,0.78,1,Moderate Risk
Existing Customer,73,0.78,3,Moderate Risk
Existing Customer,73,0.78,3,Moderate Risk
Existing Customer,73,0.78,3,Moderate Risk
Existing Customer,73,0.78,1,Moderate Risk
Existing Customer,73,0.78,3,Moderate Risk
Existing Customer,73,0.78,3,Moderate Risk
Existing Customer,73,0.78,2,Moderate Risk
Existing Customer,73,0.78,2,Moderate Risk
Attrited Customer,73,0.78,3,Moderate Risk
Attrited Customer,73,0.78,3,Moderate Risk
Existing Customer,73,0.78,4,Moderate Risk
Existing Customer,73,0.78,5,Moderate Risk
Attrited Customer,73,0.825,2,Moderate Risk
Attrited Customer,73,0.825,2,Moderate Risk
Existing Customer,73,0.825,2,Moderate Risk
Existing Customer,73,0.825,4,Moderate Risk
Existing Customer,73,0.825,3,Moderate Risk
Existing Customer,73,0.825,2,Moderate Risk
Existing Customer,73,0.825,4,Moderate Risk
Existing Customer,73,0.825,1,Moderate Risk
Existing Customer,73,0.825,0,Moderate Risk
Existing Customer,73,0.825,2,Moderate Risk
Existing Customer,73,0.825,2,Moderate Risk
Existing Customer,73,0.872,2,Moderate Risk
Existing Customer,73,0.872,3,Moderate Risk
Existing Customer,73,0.872,2,Moderate Risk
Existing Customer,73,0.872,0,Moderate Risk
Existing Customer,73,0.872,3,Moderate Risk
Existing Customer,73,0.872,2,Moderate Risk
Existing Customer,73,0.872,3,Moderate Risk
Existing Customer,73,0.872,1,Moderate Risk
Existing Customer,73,0.921,3,Moderate Risk
Existing Customer,73,0.921,3,Moderate Risk
Existing Customer,73,0.921,1,Moderate Risk
Existing Customer,73,0.921,3,Moderate Risk
Existing Customer,73,0.921,4,Moderate Risk
Existing Customer,73,0.921,0,Moderate Risk
Existing Customer,73,0.921,3,Moderate Risk
Existing Customer,73,0.921,2,Moderate Risk
Existing Customer,73,0.973,1,Moderate Risk
Existing Customer,73,0.973,1,Moderate Risk
Existing Customer,73,0.973,2,Moderate Risk
Existing Customer,73,0.973,1,Moderate Risk
Existing Customer,73,0.973,1,Moderate Risk
Existing Customer,73,0.973,2,Moderate Risk
Existing Customer,73,0.973,3,Moderate Risk
Existing Customer,73,0.973,3,Moderate Risk
Existing Customer,73,1.028,1,Moderate Risk
Attrited Customer,73,1.028,3,Moderate Risk
Existing Customer,73,1.028,1,Moderate Risk
Existing Customer,73,1.028,3,Moderate Risk
Existing Customer,73,1.028,1,Moderate Risk
Existing Customer,73,1.086,2,Moderate Risk
Existing Customer,73,1.086,3,Moderate Risk
Existing Customer,73,1.147,0,Moderate Risk
Existing Customer,73,1.147,2,Moderate Risk
Existing Customer,73,1.147,3,Moderate Risk
Existing Customer,73,1.147,2,Moderate Risk
Existing Customer,73,1.147,1,Moderate Risk
Existing Customer,73,1.212,2,Moderate Risk
Existing Customer,73,1.212,3,Moderate Risk
Existing Customer,74,0.396,3,Moderate Risk
Existing Customer,74,0.423,2,Moderate Risk
Existing Customer,74,0.423,4,Moderate Risk
Existing Customer,74,0.451,1,Moderate Risk
Existing Customer,74,0.451,3,Moderate Risk
Existing Customer,74,0.451,3,Moderate Risk
Existing Customer,74,0.48,2,Moderate Risk
Existing Customer,74,0.48,3,Moderate Risk
Existing Customer,74,0.51,4,Moderate Risk
Existing Customer,74,0.51,3,Moderate Risk
Existing Customer,74,0.51,2,Moderate Risk
Existing Customer,74,0.51,2,Moderate Risk
Existing Customer,74,0.51,3,Moderate Risk
Existing Customer,74,0.51,1,Moderate Risk
Existing Customer,74,0.51,3,Moderate Risk
Existing Customer,74,0.542,2,Moderate Risk
Existing Customer,74,0.542,2,Moderate Risk
Existing Customer,74,0.542,2,Moderate Risk
Existing Customer,74,0.542,3,Moderate Risk
Existing Customer,74,0.542,4,Moderate Risk
Existing Customer,74,0.542,3,Moderate Risk
Existing Customer,74,0.542,3,Moderate Risk
Existing Customer,74,0.542,1,Moderate Risk
Existing Customer,74,0.542,3,Moderate Risk
Existing Customer,74,0.574,4,Moderate Risk
Existing Customer,74,0.574,2,Moderate Risk
Existing Customer,74,0.574,4,Moderate Risk
Existing Customer,74,0.574,2,Moderate Risk
Existing Customer,74,0.574,4,Moderate Risk
Attrited Customer,74,0.574,1,Moderate Risk
Attrited Customer,74,0.574,1,Moderate Risk
Existing Customer,74,0.574,3,Moderate Risk
Existing Customer,74,0.574,3,Moderate Risk
Existing Customer,74,0.574,0,Moderate Risk
Existing Customer,74,0.574,1,Moderate Risk
Existing Customer,74,0.574,3,Moderate Risk
Existing Customer,74,0.574,3,Moderate Risk
Existing Customer,74,0.574,3,Moderate Risk
Existing Customer,74,0.574,3,Moderate Risk
Existing Customer,74,0.609,3,Moderate Risk
Existing Customer,74,0.609,2,Moderate Risk
Existing Customer,74,0.609,3,Moderate Risk
Existing Customer,74,0.609,3,Moderate Risk
Existing Customer,74,0.609,3,Moderate Risk
Existing Customer,74,0.609,2,Moderate Risk
Existing Customer,74,0.609,1,Moderate Risk
Attrited Customer,74,0.609,4,Moderate Risk
Existing Customer,74,0.609,2,Moderate Risk
Existing Customer,74,0.609,1,Moderate Risk
Existing Customer,74,0.609,3,Moderate Risk
Existing Customer,74,0.609,3,Moderate Risk
Existing Customer,74,0.644,1,Moderate Risk
Existing Customer,74,0.644,2,Moderate Risk
Existing Customer,74,0.644,1,Moderate Risk
Existing Customer,74,0.644,1,Moderate Risk
Existing Customer,74,0.644,3,Moderate Risk
Existing Customer,74,0.644,3,Moderate Risk
Existing Customer,74,0.644,4,Moderate Risk
Existing Customer,74,0.644,3,Moderate Risk
Existing Customer,74,0.644,2,Moderate Risk
Existing Customer,74,0.644,1,Moderate Risk
Existing Customer,74,0.644,1,Moderate Risk
Existing Customer,74,0.644,2,Moderate Risk
Existing Customer,74,0.644,0,Moderate Risk
Existing Customer,74,0.644,4,Moderate Risk
Existing Customer,74,0.644,4,Moderate Risk
Existing Customer,74,0.644,4,Moderate Risk
Existing Customer,74,0.644,3,Moderate Risk
Existing Customer,74,0.644,2,Moderate Risk
Existing Customer,74,0.644,4,Moderate Risk
Existing Customer,74,0.644,3,Moderate Risk
Existing Customer,74,0.682,4,Moderate Risk
Existing Customer,74,0.682,3,Moderate Risk
Existing Customer,74,0.682,3,Moderate Risk
Existing Customer,74,0.682,2,Moderate Risk
Existing Customer,74,0.682,3,Moderate Risk
Existing Customer,74,0.682,0,Moderate Risk
Existing Customer,74,0.682,3,Moderate Risk
Existing Customer,74,0.682,1,Moderate Risk
Existing Customer,74,0.682,0,Moderate Risk
Existing Customer,74,0.682,2,Moderate Risk
Existing Customer,74,0.682,3,Moderate Risk
Existing Customer,74,0.682,2,Moderate Risk
Existing Customer,74,0.682,2,Moderate Risk
Existing Customer,74,0.682,2,Moderate Risk
Attrited Customer,74,0.682,3,Moderate Risk
Existing Customer,74,0.682,3,Moderate Risk
Existing Customer,74,0.682,1,Moderate Risk
Existing Customer,74,0.682,3,Moderate Risk
Existing Customer,74,0.682,4,Moderate Risk
Existing Customer,74,0.682,4,Moderate Risk
Existing Customer,74,0.682,5,Moderate Risk
Existing Customer,74,0.721,0,Moderate Risk
Existing Customer,74,0.721,4,Moderate Risk
Existing Customer,74,0.721,1,Moderate Risk
Existing Customer,74,0.721,1,Moderate Risk
Existing Customer,74,0.721,3,Moderate Risk
Existing Customer,74,0.721,2,Moderate Risk
Existing Customer,74,0.721,3,Moderate Risk
Existing Customer,74,0.721,1,Moderate Risk
Existing Customer,74,0.721,4,Moderate Risk
Existing Customer,74,0.721,3,Moderate Risk
Existing Customer,74,0.721,2,Moderate Risk
Existing Customer,74,0.721,3,Moderate Risk
Existing Customer,74,0.721,2,Moderate Risk
Existing Customer,74,0.721,1,Moderate Risk
Existing Customer,74,0.721,4,Moderate Risk
Existing Customer,74,0.721,2,Moderate Risk
Existing Customer,74,0.721,2,Moderate Risk
Existing Customer,74,0.721,3,Moderate Risk
Existing Customer,74,0.721,3,Moderate Risk
Existing Customer,74,0.762,2,Moderate Risk
Existing Customer,74,0.762,4,Moderate Risk
Existing Customer,74,0.762,4,Moderate Risk
Existing Customer,74,0.762,3,Moderate Risk
Existing Customer,74,0.762,1,Moderate Risk
Existing Customer,74,0.762,3,Moderate Risk
Existing Customer,74,0.762,3,Moderate Risk
Existing Customer,74,0.762,1,Moderate Risk
Existing Customer,74,0.762,3,Moderate Risk
Existing Customer,74,0.762,1,Moderate Risk
Existing Customer,74,0.762,3,Moderate Risk
Existing Customer,74,0.762,2,Moderate Risk
Existing Customer,74,0.762,3,Moderate Risk
Existing Customer,74,0.762,0,Moderate Risk
Existing Customer,74,0.762,1,Moderate Risk
Attrited Customer,74,0.762,3,Moderate Risk
Existing Customer,74,0.762,1,Moderate Risk
Existing Customer,74,0.805,3,Moderate Risk
Attrited Customer,74,0.805,1,Moderate Risk
Existing Customer,74,0.805,3,Moderate Risk
Existing Customer,74,0.805,3,Moderate Risk
Existing Customer,74,0.805,1,Moderate Risk
Existing Customer,74,0.805,2,Moderate Risk
Existing Customer,74,0.805,1,Moderate Risk
Existing Customer,74,0.805,0,Moderate Risk
Existing Customer,74,0.805,2,Moderate Risk
Existing Customer,74,0.805,3,Moderate Risk
Existing Customer,74,0.805,1,Moderate Risk
Existing Customer,74,0.805,2,Moderate Risk
Existing Customer,74,0.805,2,Moderate Risk
Existing Customer,74,0.805,3,Moderate Risk
Existing Customer,74,0.805,0,Moderate Risk
Existing Customer,74,0.85,2,Moderate Risk
Existing Customer,74,0.85,2,Moderate Risk
Existing Customer,74,0.85,3,Moderate Risk
Existing Customer,74,0.85,1,Moderate Risk
Existing Customer,74,0.85,3,Moderate Risk
Existing Customer,74,0.85,1,Moderate Risk
Existing Customer,74,0.85,3,Moderate Risk
Attrited Customer,74,0.85,3,Moderate Risk
Existing Customer,74,0.85,5,Moderate Risk
Existing Customer,74,0.897,1,Moderate Risk
Existing Customer,74,0.897,1,Moderate Risk
Attrited Customer,74,0.897,3,Moderate Risk
Existing Customer,74,0.897,2,Moderate Risk
Existing Customer,74,0.897,2,Moderate Risk
Existing Customer,74,0.897,1,Moderate Risk
Existing Customer,74,0.897,1,Moderate Risk
Existing Customer,74,0.897,3,Moderate Risk
Existing Customer,74,0.897,0,Moderate Risk
Existing Customer,74,0.947,0,Moderate Risk
Existing Customer,74,0.947,4,Moderate Risk
Existing Customer,74,0.947,2,Moderate Risk
Existing Customer,74,0.947,4,Moderate Risk
Existing Customer,74,0.947,1,Moderate Risk
Existing Customer,74,0.947,3,Moderate Risk
Existing Customer,74,0.947,2,Moderate Risk
Existing Customer,74,0.947,1,Moderate Risk
Existing Customer,74,0.947,2,Moderate Risk
Existing Customer,74,0.947,2,Moderate Risk
Existing Customer,74,0.947,1,Moderate Risk
Attrited Customer,74,0.947,4,Moderate Risk
Attrited Customer,74,1,3,Moderate Risk
Existing Customer,74,1,2,Moderate Risk
Existing Customer,74,1,2,Moderate Risk
Existing Customer,74,1,3,Moderate Risk
Existing Customer,74,1,5,Moderate Risk
Existing Customer,74,1.056,3,Moderate Risk
Existing Customer,74,1.056,2,Moderate Risk
Attrited Customer,74,1.056,3,Moderate Risk
Attrited Customer,74,1.056,3,Moderate Risk
Attrited Customer,74,1.114,3,Moderate Risk
Existing Customer,74,1.114,2,Moderate Risk
Existing Customer,74,1.114,2,Moderate Risk
Existing Customer,74,1.114,4,Moderate Risk
Existing Customer,74,1.114,3,Moderate Risk
Existing Customer,74,1.114,4,Moderate Risk
Existing Customer,74,1.114,1,Moderate Risk
Existing Customer,74,1.312,1,Moderate Risk
Existing Customer,75,0.364,1,Moderate Risk
Existing Customer,75,0.415,0,Moderate Risk
Existing Customer,75,0.471,2,Moderate Risk
Existing Customer,75,0.471,4,Moderate Risk
Existing Customer,75,0.471,3,Moderate Risk
Existing Customer,75,0.471,3,Moderate Risk
Existing Customer,75,0.471,2,Moderate Risk
Existing Customer,75,0.471,5,Moderate Risk
Existing Customer,75,0.5,4,Moderate Risk
Existing Customer,75,0.5,3,Moderate Risk
Existing Customer,75,0.5,4,Moderate Risk
Existing Customer,75,0.5,1,Moderate Risk
Existing Customer,75,0.5,1,Moderate Risk
Existing Customer,75,0.531,3,Moderate Risk
Existing Customer,75,0.531,1,Moderate Risk
Existing Customer,75,0.531,4,Moderate Risk
Existing Customer,75,0.531,2,Moderate Risk
Existing Customer,75,0.531,0,Moderate Risk
Existing Customer,75,0.531,4,Moderate Risk
Existing Customer,75,0.531,1,Moderate Risk
Existing Customer,75,0.531,4,Moderate Risk
Existing Customer,75,0.562,4,Moderate Risk
Existing Customer,75,0.562,4,Moderate Risk
Existing Customer,75,0.562,2,Moderate Risk
Existing Customer,75,0.562,3,Moderate Risk
Existing Customer,75,0.562,3,Moderate Risk
Existing Customer,75,0.562,4,Moderate Risk
Existing Customer,75,0.562,2,Moderate Risk
Existing Customer,75,0.562,3,Moderate Risk
Existing Customer,75,0.562,1,Moderate Risk
Existing Customer,75,0.562,3,Moderate Risk
Existing Customer,75,0.562,3,Moderate Risk
Existing Customer,75,0.562,3,Moderate Risk
Existing Customer,75,0.596,2,Moderate Risk
Existing Customer,75,0.596,4,Moderate Risk
Existing Customer,75,0.596,2,Moderate Risk
Existing Customer,75,0.596,3,Moderate Risk
Existing Customer,75,0.596,3,Moderate Risk
Existing Customer,75,0.596,2,Moderate Risk
Existing Customer,75,0.596,1,Moderate Risk
Existing Customer,75,0.596,1,Moderate Risk
Existing Customer,75,0.596,4,Moderate Risk
Existing Customer,75,0.596,2,Moderate Risk
Existing Customer,75,0.596,1,Moderate Risk
Existing Customer,75,0.596,1,Moderate Risk
Attrited Customer,75,0.596,1,Moderate Risk
Existing Customer,75,0.596,2,Moderate Risk
Existing Customer,75,0.63,1,Moderate Risk
Existing Customer,75,0.63,1,Moderate Risk
Existing Customer,75,0.63,4,Moderate Risk
Existing Customer,75,0.63,2,Moderate Risk
Existing Customer,75,0.63,4,Moderate Risk
Existing Customer,75,0.63,3,Moderate Risk
Existing Customer,75,0.63,3,Moderate Risk
Existing Customer,75,0.63,1,Moderate Risk
Existing Customer,75,0.63,3,Moderate Risk
Existing Customer,75,0.63,3,Moderate Risk
Existing Customer,75,0.63,1,Moderate Risk
Existing Customer,75,0.63,2,Moderate Risk
Existing Customer,75,0.63,3,Moderate Risk
Existing Customer,75,0.63,2,Moderate Risk
Existing Customer,75,0.667,3,Moderate Risk
Existing Customer,75,0.667,1,Moderate Risk
Existing Customer,75,0.667,3,Moderate Risk
Existing Customer,75,0.667,3,Moderate Risk
Existing Customer,75,0.667,2,Moderate Risk
Existing Customer,75,0.667,2,Moderate Risk
Existing Customer,75,0.667,3,Moderate Risk
Existing Customer,75,0.667,2,Moderate Risk
Existing Customer,75,0.667,2,Moderate Risk
Existing Customer,75,0.667,4,Moderate Risk
Existing Customer,75,0.667,1,Moderate Risk
Attrited Customer,75,0.667,6,Moderate Risk
Attrited Customer,75,0.667,2,Moderate Risk
Existing Customer,75,0.667,4,Moderate Risk
Existing Customer,75,0.705,3,Moderate Risk
Existing Customer,75,0.705,3,Moderate Risk
Existing Customer,75,0.705,3,Moderate Risk
Existing Customer,75,0.705,0,Moderate Risk
Existing Customer,75,0.705,3,Moderate Risk
Existing Customer,75,0.705,3,Moderate Risk
Existing Customer,75,0.705,0,Moderate Risk
Existing Customer,75,0.705,4,Moderate Risk
Existing Customer,75,0.705,3,Moderate Risk
Existing Customer,75,0.705,2,Moderate Risk
Existing Customer,75,0.705,3,Moderate Risk
Existing Customer,75,0.705,2,Moderate Risk
Existing Customer,75,0.705,2,Moderate Risk
Existing Customer,75,0.744,1,Moderate Risk
Existing Customer,75,0.744,3,Moderate Risk
Existing Customer,75,0.744,1,Moderate Risk
Existing Customer,75,0.744,2,Moderate Risk
Existing Customer,75,0.744,4,Moderate Risk
Existing Customer,75,0.744,3,Moderate Risk
Existing Customer,75,0.744,1,Moderate Risk
Existing Customer,75,0.744,1,Moderate Risk
Existing Customer,75,0.744,4,Moderate Risk
Existing Customer,75,0.744,3,Moderate Risk
Existing Customer,75,0.744,4,Moderate Risk
Existing Customer,75,0.744,2,Moderate Risk
Existing Customer,75,0.744,2,Moderate Risk
Existing Customer,75,0.744,3,Moderate Risk
Attrited Customer,75,0.744,2,Moderate Risk
Existing Customer,75,0.744,2,Moderate Risk
Existing Customer,75,0.786,3,Moderate Risk
Existing Customer,75,0.786,3,Moderate Risk
Attrited Customer,75,0.786,2,Moderate Risk
Attrited Customer,75,0.786,3,Moderate Risk
Existing Customer,75,0.786,1,Moderate Risk
Existing Customer,75,0.786,2,Moderate Risk
Existing Customer,75,0.786,1,Moderate Risk
Existing Customer,75,0.786,2,Moderate Risk
Attrited Customer,75,0.786,3,Moderate Risk
Existing Customer,75,0.786,3,Moderate Risk
Existing Customer,75,0.786,3,Moderate Risk
Existing Customer,75,0.786,1,Moderate Risk
Existing Customer,75,0.786,4,Moderate Risk
Existing Customer,75,0.786,2,Moderate Risk
Existing Customer,75,0.786,2,Moderate Risk
Existing Customer,75,0.786,1,Moderate Risk
Existing Customer,75,0.786,1,Moderate Risk
Existing Customer,75,0.786,0,Moderate Risk
Existing Customer,75,0.786,1,Moderate Risk
Existing Customer,75,0.786,0,Moderate Risk
Existing Customer,75,0.786,3,Moderate Risk
Existing Customer,75,0.786,3,Moderate Risk
Existing Customer,75,0.786,2,Moderate Risk
Existing Customer,75,0.786,3,Moderate Risk
Existing Customer,75,0.786,1,Moderate Risk
Existing Customer,75,0.829,2,Moderate Risk
Existing Customer,75,0.829,3,Moderate Risk
Existing Customer,75,0.829,3,Moderate Risk
Existing Customer,75,0.829,2,Moderate Risk
Existing Customer,75,0.829,1,Moderate Risk
Existing Customer,75,0.829,3,Moderate Risk
Existing Customer,75,0.829,4,Moderate Risk
Existing Customer,75,0.829,2,Moderate Risk
Existing Customer,75,0.829,4,Moderate Risk
Existing Customer,75,0.829,2,Moderate Risk
Existing Customer,75,0.829,3,Moderate Risk
Existing Customer,75,0.829,3,Moderate Risk
Existing Customer,75,0.829,3,Moderate Risk
Existing Customer,75,0.829,1,Moderate Risk
Existing Customer,75,0.875,2,Moderate Risk
Existing Customer,75,0.875,3,Moderate Risk
Existing Customer,75,0.875,1,Moderate Risk
Existing Customer,75,0.875,1,Moderate Risk
Existing Customer,75,0.875,4,Moderate Risk
Existing Customer,75,0.875,1,Moderate Risk
Existing Customer,75,0.875,2,Moderate Risk
Existing Customer,75,0.875,1,Moderate Risk
Existing Customer,75,0.875,3,Moderate Risk
Existing Customer,75,0.875,3,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,2,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,4,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,0,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,4,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,2,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,0,Moderate Risk
Existing Customer,75,0.923,2,Moderate Risk
Existing Customer,75,0.923,2,Moderate Risk
Existing Customer,75,0.923,3,Moderate Risk
Existing Customer,75,0.923,2,Moderate Risk
Existing Customer,75,0.974,2,Moderate Risk
Existing Customer,75,0.974,2,Moderate Risk
Attrited Customer,75,0.974,3,Moderate Risk
Attrited Customer,75,0.974,3,Moderate Risk
Existing Customer,75,0.974,1,Moderate Risk
Existing Customer,75,0.974,1,Moderate Risk
Existing Customer,75,0.974,4,Moderate Risk
Existing Customer,75,0.974,3,Moderate Risk
Existing Customer,75,0.974,3,Moderate Risk
Existing Customer,75,0.974,1,Moderate Risk
Existing Customer,75,0.974,3,Moderate Risk
Existing Customer,75,0.974,0,Moderate Risk
Existing Customer,75,1.027,3,Moderate Risk
